Date,Open,High,Low,Close,Adj Close,Volume
2010-10-21,6008.899902,6151.299805,5984.899902,6012.649902,6012.649902,0
2010-10-28,6039.950195,6182.500000,5937.100098,6160.500000,6160.500000,0
2010-11-04,6209.600098,6338.500000,6199.350098,6275.700195,6275.700195,0
2010-11-11,6286.350098,6296.549805,5970.600098,5988.700195,5988.700195,0
2010-11-18,6075.950195,6076.200195,5824.950195,5865.750000,5865.750000,0
2010-11-25,5883.950195,5971.000000,5690.350098,5960.899902,5960.899902,0
2010-12-02,6023.049805,6069.450195,5878.600098,5903.700195,5903.700195,0
2010-12-09,5924.250000,5953.950195,5721.149902,5892.299805,5892.299805,0
2010-12-16,5910.549805,6023.799805,5855.049805,5984.399902,5984.399902,0
2010-12-23,6005.899902,6067.549805,5940.250000,6060.350098,6060.350098,0
2010-12-30,6062.350098,6181.049805,6062.350098,6079.799805,6079.799805,0
2011-01-06,6107.000000,6116.149902,5698.200195,5863.250000,5863.250000,0
2011-01-13,5850.750000,5857.750000,5624.149902,5691.049805,5691.049805,0
2011-01-20,5656.000000,5801.549805,5634.500000,5687.399902,5687.399902,0
2011-01-27,5725.299805,5726.100098,5402.000000,5432.000000,5432.000000,0
2011-02-03,5430.450195,5556.299805,5225.649902,5253.549805,5253.549805,0
2011-02-10,5246.049805,5506.500000,5177.700195,5481.700195,5481.700195,0
2011-02-17,5501.700195,5599.250000,5413.100098,5437.350098,5437.350098,0
2011-02-24,5408.750000,5533.049805,5232.750000,5522.299805,5522.299805,0
2011-03-03,5478.450195,5608.200195,5408.450195,5531.000000,5531.000000,0
2011-03-10,5516.100098,5537.299805,5373.649902,5511.149902,5511.149902,0
2011-03-17,5455.399902,5510.049805,5348.200195,5480.250000,5480.250000,0
2011-03-24,5501.799805,5803.149902,5496.100098,5787.649902,5787.649902,0
2011-03-31,5803.049805,5944.450195,5778.649902,5891.750000,5891.750000,0
2011-04-07,5888.549805,5926.950195,5735.549805,5911.500000,5911.500000,0
2011-04-14,5898.750000,5907.350098,5693.250000,5851.649902,5851.649902,0
2011-04-21,5882.850098,5912.899902,5791.549805,5833.899902,5833.899902,0
2011-04-28,5851.350098,5856.399902,5503.000000,5537.149902,5537.149902,0
2011-05-05,5531.600098,5592.899902,5443.649902,5565.049805,5565.049805,0
2011-05-12,5537.799805,5605.000000,5401.250000,5420.600098,5420.600098,0
2011-05-19,5448.149902,5517.549805,5328.700195,5348.950195,5348.950195,0
2011-05-26,5372.750000,5597.350098,5356.350098,5592.000000,5592.000000,0
2011-06-02,5529.899902,5604.950195,5479.850098,5526.850098,5526.850098,0
2011-06-09,5523.549805,5540.100098,5436.950195,5447.500000,5447.500000,0
2011-06-16,5419.649902,5447.500000,5195.899902,5278.299805,5278.299805,0
2011-06-23,5269.100098,5608.649902,5252.250000,5600.450195,5600.450195,0
2011-06-30,5614.500000,5705.799805,5606.100098,5625.450195,5625.450195,0
2011-07-07,5633.350098,5740.399902,5496.950195,5585.450195,5585.450195,0
2011-07-14,5602.950195,5645.399902,5550.950195,5567.049805,5567.049805,0
2011-07-21,5554.600098,5702.250000,5521.500000,5546.799805,5546.799805,0
2011-07-28,5492.399902,5551.899902,5378.850098,5404.799805,5404.799805,0
2011-08-04,5412.399902,5434.500000,4946.450195,5161.000000,5161.000000,0
2011-08-11,5128.000000,5194.450195,5015.399902,5056.600098,5056.600098,0
2011-08-18,5077.950195,5078.600098,4796.100098,4888.899902,4888.899902,0
2011-08-25,4914.649902,5016.250000,4720.000000,5001.000000,5001.000000,0
2011-09-01,5109.799805,5154.500000,4942.899902,5124.649902,5124.649902,0
2011-09-08,5139.200195,5169.250000,4911.049805,5012.549805,5012.549805,0
2011-09-15,5062.350098,5168.399902,4967.450195,5133.250000,5133.250000,0
2011-09-22,5054.450195,5059.850098,4758.850098,4945.899902,4945.899902,0
2011-09-29,4924.200195,5034.250000,4728.299805,4751.299805,4751.299805,0
2011-10-06,4883.649902,5109.799805,4861.200195,5099.399902,5099.399902,0
2011-10-13,5130.799805,5160.200195,5011.049805,5139.149902,5139.149902,0
2011-10-20,5086.549805,5219.250000,5033.950195,5201.799805,5201.799805,0
2011-10-27,5341.899902,5399.700195,5204.950195,5258.450195,5258.450195,0
2011-11-03,5241.549805,5326.450195,5201.850098,5221.049805,5221.049805,0
2011-11-10,5159.750000,5228.899902,4989.500000,5030.450195,5030.450195,0
2011-11-17,5027.100098,5036.799805,4640.950195,4706.450195,4706.450195,0
2011-11-24,4731.299805,4866.100098,4693.100098,4832.049805,4832.049805,0
2011-12-01,4970.850098,5099.250000,4916.700195,5062.600098,5062.600098,0
2011-12-08,5037.399902,5049.049805,4728.500000,4763.250000,4763.250000,0
2011-12-15,4712.799805,4818.850098,4531.149902,4693.149902,4693.149902,0
2011-12-22,4636.899902,4800.500000,4632.950195,4705.799805,4705.799805,0
2011-12-29,4681.149902,4782.850098,4608.899902,4749.649902,4749.649902,0
2012-01-05,4749.000000,4877.200195,4686.850098,4860.950195,4860.950195,0
2012-01-12,4840.950195,4980.649902,4803.899902,4955.799805,4955.799805,0
2012-01-19,4995.000000,5174.149902,4991.399902,5158.299805,5158.299805,0
2012-01-26,5216.750000,5244.600098,5076.700195,5235.700195,5235.700195,0
2012-02-02,5272.100098,5413.350098,5225.750000,5368.149902,5368.149902,0
2012-02-09,5343.049805,5542.100098,5338.899902,5531.950195,5531.950195,0
2012-02-16,5513.750000,5629.950195,5483.750000,5505.350098,5505.350098,0
2012-02-23,5490.049805,5537.399902,5268.149902,5385.200195,5385.200195,0
2012-03-01,5366.000000,5392.549805,5171.450195,5220.450195,5220.450195,0
2012-03-08,5294.100098,5499.399902,5291.600098,5463.899902,5463.899902,0
2012-03-15,5462.500000,5462.500000,5233.250000,5364.950195,5364.950195,0
2012-03-22,5361.100098,5385.950195,5169.600098,5194.750000,5194.750000,0
2012-03-29,5145.950195,5378.750000,5135.950195,5322.899902,5322.899902,0
2012-04-05,5282.500000,5287.899902,5190.799805,5226.850098,5226.850098,0
2012-04-12,5246.750000,5342.000000,5183.500000,5300.000000,5300.000000,0
2012-04-19,5320.600098,5342.450195,5160.649902,5202.000000,5202.000000,0
2012-04-26,5214.750000,5279.600098,5154.299805,5239.149902,5239.149902,0
2012-05-03,5211.200195,5217.299805,4956.450195,4974.799805,4974.799805,0
2012-05-10,4984.149902,5039.299805,4837.049805,4858.250000,4858.250000,0
2012-05-17,4878.600098,4956.350098,4788.950195,4835.649902,4835.649902,0
2012-05-24,4863.399902,5020.149902,4830.149902,4950.750000,4950.750000,0
2012-05-31,4896.100098,5010.450195,4770.350098,4997.100098,4997.100098,0
2012-06-07,5035.350098,5144.899902,4994.799805,5121.450195,5121.450195,0
2012-06-14,5105.100098,5190.200195,5041.700195,5120.549805,5120.549805,0
2012-06-21,5097.350098,5194.600098,5093.450195,5141.899902,5141.899902,0
2012-06-28,5148.950195,5317.649902,5125.299805,5302.549805,5302.549805,0
2012-07-05,5297.049805,5348.549805,5257.750000,5306.299805,5306.299805,0
2012-07-12,5240.000000,5267.149902,5169.049805,5216.299805,5216.299805,0
2012-07-19,5249.850098,5257.750000,5076.600098,5109.600098,5109.600098,0
2012-07-26,5126.299805,5246.350098,5032.399902,5240.500000,5240.500000,0
2012-08-02,5233.100098,5377.600098,5164.649902,5338.000000,5338.000000,0
2012-08-09,5348.299805,5387.049805,5294.100098,5380.350098,5380.350098,0
2012-08-16,5385.950195,5433.350098,5341.700195,5412.850098,5412.850098,0
2012-08-23,5426.149902,5448.600098,5282.700195,5287.799805,5287.799805,0
2012-08-30,5268.600098,5342.799805,5215.700195,5225.700195,5225.700195,0
2012-09-06,5217.649902,5435.549805,5217.649902,5431.000000,5431.000000,0
2012-09-13,5435.200195,5652.200195,5421.850098,5600.049805,5600.049805,0
2012-09-20,5536.950195,5720.000000,5534.899902,5663.450195,5663.450195,0
2012-09-27,5673.750000,5743.250000,5639.700195,5731.250000,5731.250000,0
2012-10-04,5751.549805,5815.350098,4888.200195,5652.149902,5652.149902,0
2012-10-11,5663.500000,5725.000000,5633.899902,5660.250000,5660.250000,0
2012-10-18,5675.299805,5722.500000,5650.549805,5691.399902,5691.399902,0
2012-10-25,5688.799805,5718.750000,5583.049805,5619.700195,5619.700195,0
2012-11-01,5609.850098,5777.299805,5601.950195,5760.100098,5760.100098,0
2012-11-08,5709.000000,5751.700195,5660.350098,5666.950195,5666.950195,0
2012-11-15,5650.350098,5651.649902,5548.350098,5614.799805,5614.799805,0
2012-11-22,5628.600098,5733.200195,5593.549805,5727.450195,5727.450195,0
2012-11-29,5736.700195,5917.799805,5736.100098,5900.500000,5900.500000,0
2012-12-06,5926.299805,5965.149902,5838.899902,5888.000000,5888.000000,0
2012-12-13,5900.350098,5939.399902,5823.149902,5929.600098,5929.600098,0
2012-12-20,5934.450195,5937.600098,5841.649902,5905.600098,5905.600098,0
2012-12-27,5930.200195,6006.049805,5864.700195,5993.250000,5993.250000,0
2013-01-03,6015.799805,6042.149902,5958.450195,5971.500000,5971.500000,0
2013-01-10,5998.799805,6068.500000,5940.600098,6001.850098,6001.850098,0
2013-01-17,6001.250000,6101.299805,5988.100098,6054.299805,6054.299805,396900
2013-01-24,6046.200195,6111.799805,6007.850098,6055.750000,6055.750000,727700
2013-01-31,6045.649902,6058.049805,5946.899902,5959.200195,5959.200195,763500
2013-02-07,5936.450195,5978.500000,5879.100098,5932.950195,5932.950195,757600
2013-02-14,5933.200195,5971.000000,5853.899902,5943.049805,5943.049805,619600
2013-02-21,5909.649902,5921.149902,5748.600098,5796.899902,5796.899902,774100
2013-02-28,5834.350098,5849.899902,5663.600098,5818.600098,5818.600098,965600
2013-03-07,5801.299805,5971.200195,5801.299805,5851.200195,5851.200195,643500
2013-03-14,5845.950195,5945.649902,5682.299805,5694.399902,5694.399902,773800
2013-03-21,5705.899902,5757.750000,5612.049805,5641.600098,5641.600098,621400
2013-03-28,5647.750000,5754.600098,5604.850098,5672.899902,5672.899902,554600
2013-04-04,5640.649902,5644.450195,5477.200195,5558.700195,5558.700195,635900
2013-04-11,5601.649902,5732.149902,5494.899902,5688.700195,5688.700195,714300
2013-04-18,5682.700195,5844.850098,5681.850098,5836.899902,5836.899902,417200
2013-04-25,5856.100098,5962.299805,5853.299805,5930.200195,5930.200195,613000
2013-05-02,5911.399902,6083.549805,5910.950195,6069.299805,6069.299805,677100
2013-05-09,6078.350098,6157.100098,5970.049805,6146.750000,6146.750000,602500
2013-05-16,6128.250000,6229.450195,6074.450195,6094.500000,6094.500000,692600
2013-05-23,6050.399902,6127.649902,5936.799805,6104.299805,6104.299805,735500
2013-05-30,6072.149902,6133.750000,5883.700195,5923.850098,5923.850098,706200
2013-06-06,5895.000000,5972.700195,5738.600098,5760.200195,5760.200195,653900
2013-06-13,5709.350098,5863.399902,5683.100098,5822.250000,5822.250000,606600
2013-06-20,5754.149902,5755.000000,5566.250000,5588.700195,5588.700195,931000
2013-06-27,5647.950195,5904.350098,5630.950195,5770.899902,5770.899902,904400
2013-07-04,5794.750000,5900.450195,5775.549805,5816.700195,5816.700195,631000
2013-07-11,5894.500000,6038.200195,5887.950195,5973.299805,5973.299805,706900
2013-07-18,5984.700195,6093.350098,5962.600098,5990.500000,5990.500000,728600
2013-07-25,5970.399902,5990.649902,5675.750000,5742.000000,5742.000000,1002000
2013-08-01,5776.899902,5808.500000,5486.850098,5519.100098,5519.100098,1097700
2013-08-08,5510.049805,5754.549805,5510.049805,5742.299805,5742.299805,847300
2013-08-15,5705.450195,5716.600098,5268.450195,5302.549805,5302.549805,983900
2013-08-22,5282.799805,5528.700195,5118.850098,5285.000000,5285.000000,1420000
2013-08-29,5316.500000,5580.950195,5303.000000,5448.100098,5448.100098,1364600
2013-09-05,5553.750000,5924.350098,5552.700195,5913.149902,5913.149902,1068100
2013-09-12,5931.149902,5957.250000,5798.149902,5899.450195,5899.450195,994800
2013-09-19,6044.149902,6142.500000,5811.100098,5873.850098,5873.850098,1181900
2013-09-26,5872.799805,5917.649902,5700.950195,5780.049805,5780.049805,698600
2013-10-03,5819.100098,6015.500000,5802.700195,6007.450195,6007.450195,898200
2013-10-10,6001.049805,6156.299805,5979.799805,6089.049805,6089.049805,700900
2013-10-17,6098.500000,6220.100098,6032.549805,6178.350098,6178.350098,1028100
2013-10-24,6162.799805,6269.200195,6079.200195,6251.700195,6251.700195,814600
2013-10-31,6237.149902,6332.600098,6208.700195,6215.149902,6215.149902,769400
2013-11-07,6228.899902,6288.950195,5972.450195,5989.600098,5989.600098,781300
2013-11-14,6037.000000,6212.399902,6036.649902,6122.899902,6122.899902,636200
2013-11-21,6096.500000,6123.500000,5972.799805,6057.100098,6057.100098,674800
2013-11-28,6092.000000,6228.700195,6068.299805,6160.950195,6160.950195,875000
2013-12-05,6262.450195,6415.250000,6230.750000,6307.899902,6307.899902,933500
2013-12-12,6276.750000,6286.850098,6129.950195,6217.149902,6217.149902,862200
2013-12-19,6253.899902,6317.500000,6150.700195,6268.399902,6268.399902,847800
2013-12-26,6270.100098,6344.049805,6259.450195,6304.000000,6304.000000,483900
2014-01-02,6301.250000,6358.299805,6144.750000,6174.600098,6174.600098,700900
2014-01-09,6181.700195,6325.200195,6139.600098,6320.899902,6320.899902,701100
2014-01-16,6341.350098,6349.950195,6243.350098,6338.950195,6338.950195,722400
2014-01-23,6325.950195,6355.600098,6085.950195,6120.250000,6120.250000,801600
2014-01-30,6067.000000,6097.850098,5933.299805,6022.399902,6022.399902,839600
2014-02-06,6028.350098,6106.600098,5965.399902,6084.000000,6084.000000,789500
2014-02-13,6087.549805,6160.350098,5984.600098,6152.750000,6152.750000,515700
2014-02-20,6127.149902,6245.950195,6086.450195,6238.799805,6238.799805,717600
2014-02-27,6228.450195,6336.250000,6212.250000,6328.649902,6328.649902,652300
2014-03-06,6344.750000,6562.850098,6339.700195,6516.899902,6516.899902,1121700
2014-03-13,6491.750000,6574.950195,6432.700195,6524.049805,6524.049805,697000
2014-03-20,6508.350098,6627.450195,6473.250000,6601.399902,6601.399902,845000
2014-03-27,6613.100098,6763.500000,6599.500000,6752.549805,6752.549805,1068900
2014-04-03,6772.049805,6808.700195,6650.399902,6796.200195,6796.200195,656300
2014-04-10,6803.049805,6819.049805,6665.149902,6675.299805,6675.299805,574800
2014-04-17,6695.450195,6861.600098,6684.399902,6840.799805,6840.799805,541000
2014-04-24,6855.799805,6869.850098,6656.799805,6696.399902,6696.399902,549100
2014-05-01,6709.950195,6743.450195,6642.899902,6652.549805,6652.549805,421700
2014-05-08,6669.899902,7172.350098,6638.549805,7108.750000,7108.750000,835100
2014-05-15,7111.299805,7563.500000,7082.549805,7252.899902,7252.899902,1354600
2014-05-22,7289.950195,7504.000000,7258.149902,7329.649902,7329.649902,1117900
2014-05-29,7316.600098,7433.299805,7118.450195,7402.250000,7402.250000,1162500
2014-06-05,7399.750000,7700.049805,7360.500000,7626.850098,7626.850098,1105900
2014-06-12,7641.299805,7678.500000,7487.549805,7558.200195,7558.200195,801200
2014-06-19,7580.049805,7606.450195,7441.600098,7569.250000,7569.250000,652400
2014-06-26,7554.100098,7732.399902,7481.299805,7725.149902,7725.149902,726400
2014-07-03,7734.350098,7808.850098,7551.649902,7585.000000,7585.000000,769700
2014-07-10,7589.500000,7731.049805,7422.149902,7624.399902,7624.399902,871300
2014-07-17,7612.700195,7809.200195,7595.500000,7795.750000,7795.750000,623800
2014-07-24,7796.250000,7840.950195,7707.600098,7791.399902,7791.399902,566100
2014-07-31,7784.649902,7791.850098,7593.899902,7672.049805,7672.049805,771600
2014-08-07,7651.149902,7757.100098,7540.100098,7739.549805,7739.549805,616900
2014-08-14,7756.149902,7922.700195,7739.100098,7875.299805,7875.299805,511900
2014-08-21,7875.350098,7968.250000,7855.950195,7936.049805,7936.049805,600600
2014-08-28,7942.250000,8141.899902,7939.200195,8114.600098,8114.600098,614600
2014-09-04,8114.200195,8180.200195,8049.850098,8094.100098,8094.100098,599800
2014-09-11,8115.149902,8127.950195,7925.149902,7975.500000,7975.500000,582400
2014-09-18,7950.649902,8160.899902,7939.700195,8002.399902,8002.399902,706700
2014-09-25,8003.299805,8030.899902,7841.799805,7945.549805,7945.549805,731100
2014-10-02,7897.399902,7943.049805,7815.750000,7842.700195,7842.700195,284100
2014-10-09,7886.500000,7972.350098,7796.000000,7864.000000,7864.000000,611000
2014-10-16,7837.299805,8005.000000,7723.850098,7995.899902,7995.899902,881800
2014-10-23,8027.700195,8097.950195,7985.649902,8090.450195,8090.450195,424800
2014-10-30,8085.200195,8365.549805,8085.200195,8338.299805,8338.299805,684600
2014-11-06,8331.849609,8415.049805,8290.250000,8383.299805,8383.299805,531300
2014-11-13,8405.250000,8455.650391,8320.349609,8382.299805,8382.299805,648200
2014-11-20,8406.500000,8535.349609,8353.150391,8475.750000,8475.750000,824300
2014-11-27,8477.799805,8623.000000,8456.349609,8537.650391,8537.650391,834100
2014-12-04,8582.400391,8626.950195,8317.000000,8355.650391,8355.650391,733600
2014-12-11,8338.849609,8348.299805,7961.350098,8029.799805,8029.799805,822600
2014-12-18,8138.899902,8364.750000,8084.899902,8174.100098,8174.100098,830200
2014-12-25,8204.799805,8291.000000,8147.950195,8282.700195,8282.700195,319800
2015-01-01,8288.700195,8445.599609,8065.450195,8102.100098,8102.100098,557000
2015-01-08,8191.399902,8356.650391,8167.299805,8277.549805,8277.549805,670700
2015-01-15,8424.500000,8741.849609,8380.549805,8729.500000,8729.500000,878100
2015-01-22,8745.849609,8985.049805,8727.000000,8914.299805,8914.299805,743800
2015-01-29,8901.500000,8996.599609,8704.400391,8723.700195,8723.700195,1137700
2015-02-05,8733.099609,8838.450195,8470.500000,8627.400391,8627.400391,849500
2015-02-12,8676.950195,8894.299805,8599.250000,8869.099609,8869.099609,664700
2015-02-19,8883.049805,8913.450195,8726.750000,8767.250000,8767.250000,835500
2015-02-26,8779.000000,9119.200195,8669.450195,8922.650391,8922.650391,1111300
2015-03-05,8929.400391,8957.549805,8677.349609,8699.950195,8699.950195,652200
2015-03-12,8740.650391,8849.750000,8612.000000,8685.900391,8685.900391,849800
2015-03-19,8749.450195,8788.200195,8516.549805,8530.799805,8530.799805,806500
2015-03-26,8474.950195,8603.400391,8269.150391,8586.250000,8586.250000,900500
2015-04-02,8615.799805,8730.500000,8573.750000,8714.400391,8714.400391,443800
2015-04-09,8756.200195,8841.650391,8682.450195,8834.000000,8834.000000,413300
2015-04-16,8757.049805,8760.000000,8284.700195,8429.700195,8429.700195,1021800
2015-04-23,8478.200195,8504.950195,8185.149902,8239.750000,8239.750000,836100
2015-04-30,8224.500000,8355.650391,8083.000000,8097.000000,8097.000000,764500
2015-05-07,8077.000000,8332.750000,7997.149902,8235.450195,8235.450195,879900
2015-05-14,8232.450195,8440.349609,8137.299805,8423.250000,8423.250000,677200
2015-05-21,8434.500000,8489.549805,8277.950195,8334.599609,8334.599609,734700
2015-05-28,8345.700195,8467.150391,8094.149902,8135.100098,8135.100098,1036600
2015-06-04,8155.149902,8191.000000,8005.149902,8124.450195,8124.450195,725500
2015-06-11,8157.299805,8163.049805,7940.299805,8091.549805,8091.549805,712300
2015-06-18,8113.700195,8421.349609,8101.799805,8360.849609,8360.849609,676400
2015-06-25,8336.250000,8481.599609,8195.650391,8453.049805,8453.049805,734100
2015-07-02,8471.950195,8561.349609,8341.400391,8363.049805,8363.049805,612200
2015-07-09,8364.849609,8531.400391,8315.400391,8523.799805,8523.799805,610400
2015-07-16,8546.150391,8646.750000,8498.650391,8633.500000,8633.500000,612500
2015-07-23,8643.950195,8654.750000,8321.750000,8375.049805,8375.049805,712500
2015-07-30,8417.000000,8591.849609,8408.299805,8567.950195,8567.950195,895400
2015-08-06,8585.799805,8621.549805,8337.950195,8349.450195,8349.450195,746400
2015-08-13,8384.450195,8530.599609,8339.750000,8495.150391,8495.150391,803600
2015-08-20,8471.049805,8501.349609,7667.250000,7791.850098,7791.850098,1213500
2015-08-27,7921.600098,8091.799805,7699.250000,7717.000000,7717.000000,1099000
2015-09-03,7774.450195,7846.049805,7539.500000,7818.600098,7818.600098,871400
2015-09-10,7729.049805,7913.899902,7678.500000,7899.149902,7899.149902,696000
2015-09-17,7967.450195,8055.000000,7723.250000,7845.950195,7845.950195,678700
2015-09-24,7838.399902,7957.700195,7691.200195,7948.899902,7948.899902,790200
2015-10-01,7992.049805,8188.899902,7930.649902,8177.399902,8177.399902,712400
